Time(sec),Rib_core ,SN18_core ,SN11_core ,SN4_core ,SN21 ,SN20 ,SN19 ,SN18 ,SN17 ,SN16 ,SN15 ,SN14 ,SN13 ,SN12 ,SN11 ,SN10 ,SN9 ,SN8 ,SN7 ,SN6 ,SN5 ,SN4 ,SN3 ,SN2 ,SN1 ,Gate,Rib,Inlet
3.757,0,0,0.0239,0,0,0,0,0,0,0,0,0.5185,0.1174,0.6526,0.0259,0,0,0,0,0,0,0,0,0,0,0,0,38.1304
3.758,0,0,0.0237,0,0,0,0,0,0,0,0,0.5184,0.1174,0.6525,0.0258,0,0,0,0,0,0,0,0,0,0,0,0,38.085
3.759,0,0,0.0236,0,0,0,0,0,0,0,0,0.5183,0.1175,0.6523,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,38.0396
3.76,0,0,0.0234,0,0,0,0,0,0,0,0,0.5182,0.1175,0.6522,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,37.9942
3.761,0,0,0.0233,0,0,0,0,0,0,0,0,0.5181,0.1176,0.652,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,37.9488
3.762,0,0,0.0231,0,0,0,0,0,0,0,0,0.518,0.1176,0.6519,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,37.9034
3.763,0,0,0.023,0,0,0,0,0,0,0,0,0.5179,0.1177,0.6517,0.025,0,0,0,0,0,0,0,0,0,0,0,0,37.858
3.764,0,0,0.0228,0,0,0,0,0,0,0,0,0.5178,0.1177,0.6516,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,37.8126
3.765,0,0,0.0227,0,0,0,0,0,0,0,0,0.5177,0.1178,0.6514,0.0247,0,0,0,0,0,0,0,0,0,0,0,0,37.7672
3.766,0,0,0.0225,0,0,0,0,0,0,0,0,0.5176,0.1178,0.6513,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,37.7218
3.767,0,0,0.0224,0,0,0,0,0,0,0,0,0.5175,0.1179,0.6511,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,37.6764
3.768,0,0,0.0222,0,0,0,0,0,0,0,0,0.5174,0.1179,0.651,0.0243,0,0,0,0,0,0,0,0,0,0,0,0,37.631
3.769,0,0,0.0221,0,0,0,0,0,0,0,0,0.5173,0.118,0.6508,0.0241,0,0,0,0,0,0,0,0,0,0,0,0,37.5856
3.77,0,0,0.0219,0,0,0,0,0,0,0,0,0.5172,0.118,0.6507,0.024,0,0,0,0,0,0,0,0,0,0,0,0,37.5402
3.771,0,0,0.0218,0,0,0,0,0,0,0,0,0.5171,0.1181,0.6505,0.0238,0,0,0,0,0,0,0,0,0,0,0,0,37.4948
3.772,0,0,0.0216,0,0,0,0,0,0,0,0,0.517,0.1181,0.6504,0.0237,0,0,0,0,0,0,0,0,0,0,0,0,37.4494
3.773,0,0,0.0215,0,0,0,0,0,0,0,0,0.5169,0.1182,0.6502,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,37.404
3.774,0,0,0.0213,0,0,0,0,0,0,0,0,0.5168,0.1182,0.6501,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,37.3586
3.775,0,0,0.0212,0,0,0,0,0,0,0,0,0.5167,0.1183,0.6499,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,37.3132
3.776,0,0,0.021,0,0,0,0,0,0,0,0,0.5166,0.1183,0.6498,0.0231,0,0,0,0,0,0,0,0,0,0,0,0,37.2678
3.777,0,0,0.0209,0,0,0,0,0,0,0,0,0.5165,0.1184,0.6496,0.0229,0,0,0,0,0,0,0,0,0,0,0,0,37.2224
3.778,0,0,0.0207,0,0,0,0,0,0,0,0,0.5164,0.1184,0.6495,0.0228,0,0,0,0,0,0,0,0,0,0,0,0,37.177
3.779,0,0,0.0206,0,0,0,0,0,0,0,0,0.5163,0.1185,0.6493,0.0226,0,0,0,0,0,0,0,0,0,0,0,0,37.1316
3.78,0,0,0.0204,0,0,0,0,0,0,0,0,0.5162,0.1185,0.6492,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,37.0862
3.781,0,0,0.0203,0,0,0,0,0,0,0,0,0.5161,0.1186,0.649,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,37.0408
3.782,0,0,0.0201,0,0,0,0,0,0,0,0,0.516,0.1186,0.6489,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,36.9954
3.783,0,0,0.02,0,0,0,0,0,0,0,0,0.5159,0.1187,0.6487,0.022,0,0,0,0,0,0,0,0,0,0,0,0,36.95
3.784,0,0,0.0198,0,0,0,0,0,0,0,0,0.5158,0.1187,0.6486,0.0219,0,0,0,0,0,0,0,0,0,0,0,0,36.9046
3.785,0,0,0.0197,0,0,0,0,0,0,0,0,0.5157,0.1188,0.6484,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,36.8592
3.786,0,0,0.0195,0,0,0,0,0,0,0,0,0.5156,0.1188,0.6483,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,36.8138
3.787,0,0,0.0194,0,0,0,0,0,0,0,0,0.5155,0.1189,0.6481,0.0214,0,0,0,0,0,0,0,0,0,0,0,0,36.7684
3.788,0,0,0.0192,0,0,0,0,0,0,0,0,0.5154,0.1189,0.648,0.0213,0,0,0,0,0,0,0,0,0,0,0,0,36.723
3.789,0,0,0.0191,0,0,0,0,0,0,0,0,0.5153,0.119,0.6478,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,36.6776
3.79,0,0,0.0189,0,0,0,0,0,0,0,0,0.5152,0.119,0.6477,0.021,0,0,0,0,0,0,0,0,0,0,0,0,36.6322
3.791,0,0,0.0188,0,0,0,0,0,0,0,0,0.5151,0.1191,0.6475,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,36.5868
3.792,0,0,0.0186,0,0,0,0,0,0,0,0,0.515,0.1191,0.6474,0.0207,0,0,0,0,0,0,0,0,0,0,0,0,36.5414
3.793,0,0,0.0185,0,0,0,0,0,0,0,0,0.5149,0.1192,0.6472,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,36.496
3.794,0,0,0.0183,0,0,0,0,0,0,0,0,0.5148,0.1192,0.6471,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,36.4506
3.795,0,0,0.0182,0,0,0,0,0,0,0,0,0.5147,0.1193,0.6469,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,36.4052
3.796,0,0,0.018,0,0,0,0,0,0,0,0,0.5146,0.1193,0.6468,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,36.3598
3.797,0,0,0.0179,0,0,0,0,0,0,0,0,0.5145,0.1194,0.6466,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,36.3144
3.798,0,0,0.0177,0,0,0,0,0,0,0,0,0.5144,0.1194,0.6465,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,36.269
3.799,0,0,0.0176,0,0,0,0,0,0,0,0,0.5143,0.1195,0.6463,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,36.2237
3.8,0,0,0.0174,0,0,0,0,0,0,0,0,0.5142,0.1195,0.6462,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,36.1783
3.801,0,0,0.0173,0,0,0,0,0,0,0,0,0.5141,0.1196,0.646,0.0193,0,0,0,0,0,0,0,0,0,0,0,0,36.133
3.802,0,0,0.0171,0,0,0,0,0,0,0,0,0.514,0.1196,0.6459,0.0192,0,0,0,0,0,0,0,0,0,0,0,0,36.0876
3.803,0,0,0.017,0,0,0,0,0,0,0,0,0.5139,0.1197,0.6457,0.019,0,0,0,0,0,0,0,0,0,0,0,0,36.0423
3.804,0,0,0.0168,0,0,0,0,0,0,0,0,0.5138,0.1197,0.6456,0.0189,0,0,0,0,0,0,0,0,0,0,0,0,35.9969
3.805,0,0,0.0167,0,0,0,0,0,0,0,0,0.5137,0.1198,0.6454,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,35.9516
3.806,0,0,0.0165,0,0,0,0,0,0,0,0,0.5136,0.1198,0.6453,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,35.9062
3.807,0,0,0.0164,0,0,0,0,0,0,0,0,0.5135,0.1199,0.6451,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,35.8609
3.808,0,0,0.0162,0,0,0,0,0,0,0,0,0.5134,0.1199,0.645,0.0183,0,0,0,0,0,0,0,0,0,0,0,0,35.8156
3.809,0,0,0.0161,0,0,0,0,0,0,0,0,0.5133,0.12,0.6448,0.0181,0,0,0,0,0,0,0,0,0,0,0,0,35.7702
3.81,0,0,0.0159,0,0,0,0,0,0,0,0,0.5132,0.12,0.6447,0.018,0,0,0,0,0,0,0,0,0,0,0,0,35.7249
3.811,0,0,0.0158,0,0,0,0,0,0,0,0,0.5131,0.1201,0.6445,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,35.6795
3.812,0,0,0.0156,0,0,0,0,0,0,0,0,0.5129,0.1201,0.6444,0.0177,0,0,0,0,0,0,0,0,0,0,0,0,35.6341
3.813,0,0,0.0155,0,0,0,0,0,0,0,0,0.5128,0.1202,0.6442,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,35.5888
3.814,0,0,0.0153,0,0,0,0,0,0,0,0,0.5126,0.1202,0.6441,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,35.5434
3.815,0,0,0.0152,0,0,0,0,0,0,0,0,0.5125,0.1203,0.6439,0.0172,0,0,0,0,0,0,0,0,0,0,0,0,35.4981
3.816,0,0,0.015,0,0,0,0,0,0,0,0,0.5123,0.1203,0.6438,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,35.4527
3.817,0,0,0.0149,0,0,0,0,0,0,0,0,0.5122,0.1204,0.6436,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,35.4074
3.818,0,0,0.0147,0,0,0,0,0,0,0,0,0.512,0.1204,0.6435,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,35.362
3.819,0,0,0.0146,0,0,0,0,0,0,0,0,0.5119,0.1205,0.6433,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,35.3167
3.82,0,0,0.0144,0,0,0,0,0,0,0,0,0.5117,0.1205,0.6432,0.0165,0,0,0,0,0,0,0,0,0,0,0,0,35.2713
3.821,0,0,0.0143,0,0,0,0,0,0,0,0,0.5116,0.1206,0.643,0.0163,0,0,0,0,0,0,0,0,0,0,0,0,35.226
3.822,0,0,0.0141,0,0,0,0,0,0,0,0,0.5114,0.1206,0.6429,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,35.1806
3.823,0,0,0.014,0,0,0,0,0,0,0,0,0.5113,0.1207,0.6427,0.016,0,0,0,0,0,0,0,0,0,0,0,0,35.1353
3.824,0,0,0.0138,0,0,0,0,0,0,0,0,0.5111,0.1207,0.6426,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,35.09
3.825,0,0,0.0137,0,0,0,0,0,0,0,0,0.511,0.1208,0.6424,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,35.0446
3.826,0,0,0.0135,0,0,0,0,0,0,0,0,0.5108,0.1208,0.6423,0.0156,0,0,0,0,0,0,0,0,0,0,0,0,34.9993
3.827,0,0,0.0134,0,0,0,0,0,0,0,0,0.5107,0.1209,0.6421,0.0154,0,0,0,0,0,0,0,0,0,0,0,0,34.9539
3.828,0,0,0.0132,0,0,0,0,0,0,0,0,0.5105,0.1209,0.642,0.0153,0,0,0,0,0,0,0,0,0,0,0,0,34.9085
3.829,0,0,0.0131,0,0,0,0,0,0,0,0,0.5104,0.121,0.6418,0.0151,0,0,0,0,0,0,0,0,0,0,0,0,34.8632
3.83,0,0,0.0129,0,0,0,0,0,0,0,0,0.5102,0.121,0.6417,0.015,0,0,0,0,0,0,0,0,0,0,0,0,34.8178
3.831,0,0,0.0128,0,0,0,0,0,0,0,0,0.5101,0.1211,0.6415,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,34.7725
3.832,0,0,0.0126,0,0,0,0,0,0,0,0,0.5099,0.1211,0.6414,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,34.7271
3.833,0,0,0.0125,0,0,0,0,0,0,0,0,0.5098,0.1212,0.6412,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,34.6818
3.834,0,0,0.0123,0,0,0,0,0,0,0,0,0.5096,0.1212,0.6411,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,34.6364
3.835,0,0,0.0122,0,0,0,0,0,0,0,0,0.5095,0.1213,0.6409,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,34.5911
3.836,0,0,0.012,0,0,0,0,0,0,0,0,0.5093,0.1213,0.6408,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,34.5457
3.837,0,0,0.0119,0,0,0,0,0,0,0,0,0.5092,0.1214,0.6406,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,34.5004
3.838,0,0,0.0117,0,0,0,0,0,0,0,0,0.509,0.1214,0.6405,0.0138,0,0,0,0,0,0,0,0,0,0,0,0,34.455
3.839,0,0,0.0116,0,0,0,0,0,0,0,0,0.5089,0.1215,0.6403,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,34.4097
3.84,0,0,0.0114,0,0,0,0,0,0,0,0,0.5087,0.1215,0.6402,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,34.3644
3.841,0,0,0.0113,0,0,0,0,0,0,0,0,0.5086,0.1216,0.64,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,34.319
3.842,0,0,0.0111,0,0,0,0,0,0,0,0,0.5084,0.1216,0.6399,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,34.2736
3.843,0,0,0.011,0,0,0,0,0,0,0,0,0.5083,0.1217,0.6397,0.013,0,0,0,0,0,0,0,0,0,0,0,0,34.2283
3.844,0,0,0.0108,0,0,0,0,0,0,0,0,0.5081,0.1217,0.6396,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,34.1829
3.845,0,0,0.0107,0,0,0,0,0,0,0,0,0.508,0.1218,0.6394,0.0127,0,0,0,0,0,0,0,0,0,0,0,0,34.1376
3.846,0,0,0.0105,0,0,0,0,0,0,0,0,0.5078,0.1218,0.6393,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,34.0922
3.847,0,0,0.0104,0,0,0,0,0,0,0,0,0.5077,0.1219,0.6391,0.0124,0,0,0,0,0,0,0,0,0,0,0,0,34.0469
3.848,0,0,0.0102,0,0,0,0,0,0,0,0,0.5075,0.1219,0.639,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,34.0015
3.849,0,0,0.0101,0,0,0,0,0,0,0,0,0.5074,0.122,0.6388,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,33.9562
3.85,0,0,0.0099,0,0,0,0,0,0,0,0,0.5072,0.122,0.6387,0.012,0,0,0,0,0,0,0,0,0,0,0,0,33.9109
3.851,0,0,0.0098,0,0,0,0,0,0,0,0,0.5071,0.1221,0.6385,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,33.8655
3.852,0,0,0.0096,0,0,0,0,0,0,0,0,0.5069,0.1221,0.6384,0.0117,0,0,0,0,0,0,0,0,0,0,0,0,33.8201
3.853,0,0,0.0095,0,0,0,0,0,0,0,0,0.5068,0.1222,0.6382,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,33.7748
3.854,0,0,0.0093,0,0,0,0,0,0,0,0,0.5066,0.1222,0.6381,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,33.7294
3.855,0,0,0.0092,0,0,0,0,0,0,0,0,0.5065,0.1223,0.6379,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,33.6841
3.856,0,0,0.009,0,0,0,0,0,0,0,0,0.5063,0.1223,0.6378,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,33.6388
3.857,0,0,0.0089,0,0,0,0,0,0,0,0,0.5062,0.1224,0.6376,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,33.5934
3.858,0,0,0.0087,0,0,0,0,0,0,0,0,0.506,0.1224,0.6375,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,33.5481
3.859,0,0,0.0086,0,0,0,0,0,0,0,0,0.5059,0.1225,0.6373,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,33.5027
3.86,0,0,0.0084,0,0,0,0,0,0,0,0,0.5057,0.1225,0.6372,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,33.4573
3.861,0,0,0.0083,0,0,0,0,0,0,0,0,0.5056,0.1226,0.637,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,33.412
3.862,0,0,0.0081,0,0,0,0,0,0,0,0,0.5054,0.1226,0.6369,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,33.3666
3.863,0,0,0.008,0,0,0,0,0,0,0,0,0.5053,0.1227,0.6367,0.01,0,0,0,0,0,0,0,0,0,0,0,0,33.3213
3.864,0,0,0.0078,0,0,0,0,0,0,0,0,0.5051,0.1227,0.6366,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,33.2759
3.865,0,0,0.0077,0,0,0,0,0,0,0,0,0.505,0.1228,0.6364,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,33.2306
3.866,0,0,0.0075,0,0,0,0,0,0,0,0,0.5048,0.1228,0.6363,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,33.1853
3.867,0,0,0.0074,0,0,0,0,0,0,0,0,0.5047,0.1229,0.6361,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,33.1399
3.868,0,0,0.0072,0,0,0,0,0,0,0,0,0.5045,0.1229,0.636,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,33.0945
3.869,0,0,0.0071,0,0,0,0,0,0,0,0,0.5044,0.123,0.6358,0.0091,0,0,0,0,0,0,0,0,0,0,0,0,33.0492
3.87,0,0,0.0069,0,0,0,0,0,0,0,0,0.5042,0.123,0.6357,0.009,0,0,0,0,0,0,0,0,0,0,0,0,33.0038
3.871,0,0,0.0068,0,0,0,0,0,0,0,0,0.5041,0.1231,0.6355,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,32.9585
3.872,0,0,0.0066,0,0,0,0,0,0,0,0,0.5039,0.1231,0.6354,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,32.9132
3.873,0,0,0.0065,0,0,0,0,0,0,0,0,0.5038,0.1232,0.6352,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,32.8678
3.874,0,0,0.0063,0,0,0,0,0,0,0,0,0.5036,0.1232,0.6351,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,32.8225
3.875,0,0,0.0062,0,0,0,0,0,0,0,0,0.5035,0.1233,0.6349,0.0082,0,0,0,0,0,0,0,0,0,0,0,0,32.7771
3.876,0,0,0.006,0,0,0,0,0,0,0,0,0.5033,0.1233,0.6348,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,32.7317
3.877,0,0,0.0059,0,0,0,0,0,0,0,0,0.5032,0.1234,0.6346,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,32.6864
3.878,0,0,0.0057,0,0,0,0,0,0,0,0,0.503,0.1234,0.6345,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,32.641
3.879,0,0,0.00556155,0,0,0,0,0,0,0,0,0.502897,0.123466,0.63433,0.00762225,0,0,0,0,0,0,0,0,0,0,0,0,32.5957
3.88,0,0,0.0056,0,0,0,0,0,0,0,0,0.5028,0.1235,0.6342,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.5585
3.881,0,0,0.0056,0,0,0,0,0,0,0,0,0.5027,0.1236,0.6341,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.5213
3.882,0,0,0.0056,0,0,0,0,0,0,0,0,0.5026,0.1237,0.634,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.4841
3.883,0,0,0.0056,0,0,0,0,0,0,0,0,0.5025,0.1238,0.6339,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.4469
3.884,0,0,0.0056,0,0,0,0,0,0,0,0,0.5024,0.1239,0.6338,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.4097
3.885,0,0,0.0056,0,0,0,0,0,0,0,0,0.5023,0.124,0.6337,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.3725
3.886,0,0,0.0056,0,0,0,0,0,0,0,0,0.5022,0.1241,0.6336,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.3353
3.887,0,0,0.0056,0,0,0,0,0,0,0,0,0.5021,0.1242,0.6335,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.2981
3.888,0,0,0.0056,0,0,0,0,0,0,0,0,0.502,0.1243,0.6334,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.2609
3.889,0,0,0.0056,0,0,0,0,0,0,0,0,0.5019,0.1244,0.6333,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.2237
3.89,0,0,0.0056,0,0,0,0,0,0,0,0,0.5018,0.1245,0.6332,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.1865
3.891,0,0,0.0056,0,0,0,0,0,0,0,0,0.5017,0.1246,0.6331,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.1493
3.892,0,0,0.0056,0,0,0,0,0,0,0,0,0.5016,0.1247,0.633,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.1121
3.893,0,0,0.0056,0,0,0,0,0,0,0,0,0.5015,0.1248,0.6329,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.0749
3.894,0,0,0.0056,0,0,0,0,0,0,0,0,0.5014,0.1249,0.6328,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.0377
3.895,0,0,0.0056,0,0,0,0,0,0,0,0,0.5013,0.125,0.6327,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,32.0005
3.896,0,0,0.0056,0,0,0,0,0,0,0,0,0.5012,0.1251,0.6326,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.9633
3.897,0,0,0.0056,0,0,0,0,0,0,0,0,0.5011,0.1252,0.6325,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.9261
3.898,0,0,0.0056,0,0,0,0,0,0,0,0,0.501,0.1253,0.6324,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.8889
3.899,0,0,0.0056,0,0,0,0,0,0,0,0,0.5009,0.1254,0.6323,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.8517
3.9,0,0,0.0056,0,0,0,0,0,0,0,0,0.5008,0.1255,0.6322,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.8145
3.901,0,0,0.0056,0,0,0,0,0,0,0,0,0.5007,0.1256,0.6321,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.7773
3.902,0,0,0.0056,0,0,0,0,0,0,0,0,0.5006,0.1257,0.632,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.7401
3.903,0,0,0.0056,0,0,0,0,0,0,0,0,0.5005,0.1258,0.6319,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.7029
3.904,0,0,0.0056,0,0,0,0,0,0,0,0,0.5004,0.1259,0.6318,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.6657
3.905,0,0,0.0056,0,0,0,0,0,0,0,0,0.5003,0.126,0.6317,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.6285
3.906,0,0,0.0056,0,0,0,0,0,0,0,0,0.5002,0.126,0.6316,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.5913
3.907,0,0,0.0056,0,0,0,0,0,0,0,0,0.5001,0.1261,0.6315,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.5541
3.908,0,0,0.0056,0,0,0,0,0,0,0,0,0.5,0.1261,0.6314,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.5169
3.909,0,0,0.0056,0,0,0,0,0,0,0,0,0.4999,0.1262,0.6313,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.4798
3.91,0,0,0.0056,0,0,0,0,0,0,0,0,0.4998,0.1262,0.6312,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.4427
3.911,0,0,0.0056,0,0,0,0,0,0,0,0,0.4997,0.1263,0.6311,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.4055
3.912,0,0,0.0056,0,0,0,0,0,0,0,0,0.4996,0.1263,0.631,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.3683
3.913,0,0,0.0056,0,0,0,0,0,0,0,0,0.4995,0.1264,0.6309,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.3312
3.914,0,0,0.0056,0,0,0,0,0,0,0,0,0.4994,0.1264,0.6308,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.294
3.915,0,0,0.0056,0,0,0,0,0,0,0,0,0.4993,0.1265,0.6307,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.2569
3.916,0,0,0.0056,0,0,0,0,0,0,0,0,0.4992,0.1265,0.6306,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.2198
3.917,0,0,0.0056,0,0,0,0,0,0,0,0,0.4991,0.1266,0.6305,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.1826
3.918,0,0,0.0056,0,0,0,0,0,0,0,0,0.499,0.1266,0.6304,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.1454
3.919,0,0,0.0056,0,0,0,0,0,0,0,0,0.4989,0.1267,0.6303,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.1083
3.92,0,0,0.0056,0,0,0,0,0,0,0,0,0.4988,0.1267,0.6302,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.0711
3.921,0,0,0.0056,0,0,0,0,0,0,0,0,0.4987,0.1268,0.6301,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,31.034
3.922,0,0,0.0056,0,0,0,0,0,0,0,0,0.4986,0.1268,0.63,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.9968
3.923,0,0,0.0056,0,0,0,0,0,0,0,0,0.4985,0.1269,0.6299,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.9597
3.924,0,0,0.0056,0,0,0,0,0,0,0,0,0.4984,0.1269,0.6298,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.9225
3.925,0,0,0.0056,0,0,0,0,0,0,0,0,0.4983,0.127,0.6297,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.8854
3.926,0,0,0.0056,0,0,0,0,0,0,0,0,0.4982,0.127,0.6296,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.8482
3.927,0,0,0.0056,0,0,0,0,0,0,0,0,0.4981,0.1271,0.6295,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.8111
3.928,0,0,0.0056,0,0,0,0,0,0,0,0,0.498,0.1271,0.6294,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.7739
3.929,0,0,0.0056,0,0,0,0,0,0,0,0,0.4979,0.1272,0.6293,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.7368
3.93,0,0,0.0056,0,0,0,0,0,0,0,0,0.4978,0.1272,0.6292,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.6996
3.931,0,0,0.0056,0,0,0,0,0,0,0,0,0.4977,0.1273,0.6291,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.6625
3.932,0,0,0.0056,0,0,0,0,0,0,0,0,0.4976,0.1273,0.629,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.6254
3.933,0,0,0.0056,0,0,0,0,0,0,0,0,0.4975,0.1274,0.6289,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.5882
3.934,0,0,0.0056,0,0,0,0,0,0,0,0,0.4974,0.1274,0.6288,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,30.5511
